"size","depth","timeTakenToSort","MaxDepthInTheory","isPerfectSorted"
80000,12,0.030298000000000002,16,true
80000,13,0.017278500000000002,16,false
80000,14,0.0135276,16,false
80000,15,0.0129902,16,false
80000,16,0.0148655,16,false
80000,17,0.0176054,16,false
80000,18,0.018407100000000003,16,false
80000,19,0.0154444,16,false
80000,20,0.015899800000000002,16,false
80000,21,0.015899200000000002,16,false
80000,22,0.016167400000000002,16,false
80000,23,0.011538000000000001,16,false
80000,24,0.0103969,16,false
80000,25,0.0103862,16,false
80000,26,0.0114181,16,false
80000,27,0.0122996,16,false
80000,28,0.0112216,16,false
80000,29,0.013230500000000001,16,false
80000,30,0.010410200000000001,16,false
80000,31,0.010459300000000001,16,false
80000,32,0.010349800000000001,16,false
80000,33,0.010053300000000001,16,false
80000,34,0.0095499,16,false
80000,35,0.0097207,16,false
80000,36,0.0095151,16,false
80000,37,0.0099215,16,false
80000,38,0.009417,16,false
80000,39,0.0093346,16,false
80000,40,0.0090804,16,false
80000,41,0.009779000000000001,16,false
80000,42,0.010163,16,false
80000,43,0.0106666,16,false
80000,44,0.0134234,16,false
80000,45,0.0128453,16,false
80000,46,0.0115805,16,false
80000,47,0.0136246,16,false
80000,48,0.013284200000000001,16,false
80000,49,0.0146808,16,false
80000,50,0.012651200000000001,16,false
80000,51,0.0143435,16,false
80000,52,0.0149832,16,false
80000,53,0.0111153,16,false
80000,54,0.013313,16,false
80000,55,0.0142804,16,false
80000,56,0.013664200000000001,16,false
80000,57,0.0109233,16,false
80000,58,0.010521200000000001,16,false
80000,59,0.010138600000000001,16,false
80000,60,0.0098764,16,false
80000,61,0.0100912,16,false
80000,62,0.009899,16,false
80000,63,0.0188112,16,false
"-------------------------------------------------------"
90000,0,7.092833400000001,16,false
90000,1,5.6279352000000005,16,false
90000,2,3.285987,16,false
90000,3,2.5114325,16,false
90000,4,1.8637295,16,false
90000,5,0.8974141000000001,16,false
90000,6,0.4456449,16,false
90000,7,0.2649095,16,false
90000,8,0.12826200000000001,16,true
90000,9,0.0732835,16,false
90000,10,0.039411,16,true
90000,11,0.028852100000000002,16,true
90000,12,0.019104200000000002,16,true
90000,13,0.0347606,16,true
90000,14,0.030709,16,true
90000,15,0.026590000000000003,16,true
90000,16,0.0137724,16,true
90000,17,0.012355900000000001,16,false
90000,18,0.0128967,16,false
90000,19,0.0161429,16,false
