"size","depth","timeTakenToSort","MaxDepthInTheory","isPerfectSorted"
100000,27,0.0134619,16,false
100000,28,0.013025,16,false
100000,29,0.0184227,16,false
100000,30,0.0151018,16,false
100000,31,0.0123047,16,false
100000,32,0.012756100000000001,16,false
100000,33,0.012262400000000001,16,false
100000,34,0.0125252,16,false
100000,35,0.012461000000000002,16,false
100000,36,0.0127638,16,false
100000,37,0.012694800000000001,16,false
100000,38,0.0128176,16,false
100000,39,0.0127729,16,false
100000,40,0.015506500000000001,16,false
100000,41,0.025114800000000003,16,false
100000,42,0.025468300000000003,16,false
100000,43,0.023348400000000002,16,false
100000,44,0.0255551,16,false
100000,45,0.0180949,16,false
100000,46,0.019178300000000002,16,false
100000,47,0.019504800000000003,16,false
100000,48,0.016347300000000002,16,false
100000,49,0.013596400000000002,16,false
100000,50,0.0130427,16,false
100000,51,0.014019,16,false
100000,52,0.013584200000000001,16,false
100000,53,0.0132201,16,false
100000,54,0.013544700000000002,16,false
100000,55,0.0123307,16,false
100000,56,0.012375,16,false
100000,57,0.012516500000000002,16,false
100000,58,0.012524400000000002,16,false
100000,59,0.012269200000000001,16,false
100000,60,0.012442400000000001,16,false
100000,61,0.012480300000000001,16,false
100000,62,0.012387500000000001,16,false
100000,63,0.012376600000000001,16,false
"-------------------------------------------------------"
